 Symbol     Z      N      A               be           Fermi_Energy_P_(MeV)    Fermi_Energy_N_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N     Quad_Def_Beta2_total   Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)    Quad_Moment_Q2_total_(fm^2)     Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)    RMS_radius_total_(fm)    Neutron_skin_(fm)    Charge_Radius_(fm)     S_p_(MeV)      S_{2p}_(MeV)     S_n_(MeV)     S_{2n}_(MeV)     Q_{alpha}_(MeV)       
   Ds       110    160    270        -1951.421727               -0.859983               -7.412115             0.256570             0.239567               0.246369              13.185711                  18.463666                     31.649377                   0.508707                0.308924              6.085514             6.179170               6.141186               0.093656              6.137313          1.715815        2.412965        8.027705      15.418964          11.432360            
   Ds       110    162    272        -1966.013302               -1.324436               -6.992811             0.250931             0.232586               0.239859              12.935853                  18.250828                     31.186681                   0.501556                0.298530              6.094939             6.196370               6.155552               0.101431              6.146487          2.203943        3.390904        7.599514      14.591575          11.295460            
   Ds       110    164    274        -1979.353506               -1.796937               -6.567906             0.243746             0.223748               0.231606              12.600238                  17.868315                     30.468552                   0.495766                0.294784              6.103362             6.212770               6.169080               0.109408              6.154668          2.675306        4.333054        6.966759      13.340204          11.568892            
   Ds       110    166    276        -1991.903975               -2.256839               -6.255203             0.235693             0.213578               0.222191              12.213110                  17.350507                     29.563617                   0.525924                0.294975              6.110660             6.228291               6.181678               0.117631              6.161734          3.173477        5.268117        6.570114      12.550469          11.416477            
   Ds       110    168    278        -2004.098179               -2.699350               -6.019621             0.225950             0.201810               0.211127              11.731220                  16.667854                     28.399074                   0.554128                0.306430              6.116662             6.242507               6.193018               0.125845              6.167515          3.657433        6.179343        6.397805      12.194204          10.837679            
   Ds       110    170    280        -2015.915266               -3.133163               -5.825181             0.211846             0.185975               0.195874              11.012074                  15.598921                     26.610995                   0.572563                0.333301              6.120302             6.253749               6.201666               0.133447              6.170954          4.093197        7.020485        6.228409      11.817087          10.303570            
   Ds       110    172    282        -2027.529975               -3.611473               -5.754155             0.182127             0.157172               0.166638               9.459866                  13.358555                     22.818421                   0.553857                0.399222              6.117929             6.258536               6.204068               0.140607              6.168429          4.543428        7.951650        6.173616      11.614709           9.664806            
   Ds       110    174    284        -2039.041231               -4.014992               -5.680586             0.148117             0.126993               0.134936               7.691983                  10.942523                     18.634506                   0.527803                0.449931              6.117381             6.265267               6.208405               0.147886              6.167715          4.838076        8.612676        6.180205      11.511256           8.837094            
   Ds       110    176    286        -2050.767942               -4.260101               -5.736712            -0.129958            -0.117127              -0.121905              -6.744492                 -10.242646                    -16.987139                   0.503440                0.516412              6.115367             6.275765               6.214563               0.160398              6.165546          5.105311        9.200181        6.346527      11.726711           7.960613            
   Ds       110    178    288        -2062.063695               -4.590554               -5.465311            -0.106397            -0.095390              -0.099454              -5.529679                  -8.470930                    -14.000610                   0.475669                0.535625              6.119763             6.288523               6.224606               0.168760              6.169734          5.409472        9.863889        6.173895      11.295753           7.804066            
   Ds       110    180    290        -2072.802012               -4.912974               -5.304024            -0.069536            -0.061322              -0.064328              -3.617664                  -5.527314                     -9.144977                   0.438367                0.562696              6.122922             6.300249               6.233581               0.177327              6.172697          5.697047       10.517879        5.918319      10.738317           7.697794            
   Ds       110    182    292        -2083.507830               -5.217599               -5.161278             0.000000             0.000000               0.000000               0.000001                   0.000000                      0.000001                   0.416454                0.592003              6.126509             6.313466               6.243694               0.186957              6.176085          6.008586       11.181418        5.930258      10.705818           7.076303            
   Ds       110    184    294        -2093.428128               -5.493685               -4.474892             0.000000             0.000000               0.000000               0.000000                   0.000000                      0.000001                   0.490519                0.589327              6.135264             6.332104               6.259181               0.196840              6.184599          6.334552       11.689474        5.550814       9.920298           7.198284            
   Ds       110    186    296        -2101.166677               -5.793031               -3.864446            -0.000089            -0.000084              -0.000086              -0.004672                  -0.007951                     -0.012623                   0.556753                0.586465              6.145982             6.351688               6.276030               0.205706              6.195061          6.707979       12.308685        4.457170       7.738549           8.871977            
   Ds       110    188    298        -2107.894488               -6.111772               -3.544726            -0.000091            -0.000089              -0.000090              -0.004782                  -0.008607                     -0.013389                   0.675078                0.583025              6.158622             6.371645               6.293852               0.213023              6.207431          7.148544       12.952021        3.948650       6.727811           9.263504            
   Ds       110    190    300        -2114.741340               -6.390777               -3.658629             0.073222             0.057366               0.062924               3.876521                   5.628016                      9.504537                   0.710503                0.540640              6.176590             6.397598               6.317459               0.221008              6.225088          7.391702       13.391791        3.985258       6.846852           8.501127            
   Ds       110    192    302        -2122.424502               -6.587886               -3.894245             0.124646             0.101812               0.109750               6.649486                  10.193072                     16.842558                   0.717345                0.473882              6.200156             6.429052               6.346635               0.228896              6.248303          7.611350       13.799999        4.348842       7.683162           7.225047            
   Ds       110    194    304        -2130.366988               -6.775367               -3.961535             0.161034             0.136178               0.144751               8.659496                  13.908237                     22.567733                   0.749410                0.423777              6.224949             6.459922               6.375899               0.234973              6.272737          7.856202       14.211728        4.420073       7.942486           6.557515            
   Ds       110    196    306        -2138.348773               -6.961977               -3.937492             0.190163             0.165962               0.174245              10.307331                  17.287677                     27.595008                   0.765531                0.394729              6.249698             6.490550               6.405012               0.240852              6.297131          6.985774       12.510911        4.400145       7.981785           6.106487            
   Ds       110    198    308        -2148.441540               -7.468289               -3.575983             0.382570             0.354986               0.364375              21.701588                  39.023707                     60.725295                   0.681144                0.335134              6.393505             6.633934               6.549080               0.240429              6.439715          8.601936       15.819509        5.411315      10.092767           5.696322            
   Ds       110    200    310        -2155.350211               -7.724092               -3.405093             0.373261             0.345057               0.354581              21.198335                  38.435193                     59.633528                   0.692750                0.338394              6.397251             6.644295               6.557700               0.247044              6.443270          8.884609       16.360662        3.791100       6.908671           5.571820            
   Ds       110    202    312        -2161.331524               -7.775818               -3.610877             0.264273             0.237580               0.246507              14.669792                  26.245968                     40.915761                   0.721154                0.389490              6.324618             6.584088               6.493792               0.259470              6.370996          8.853283       16.271409        3.354599       5.981313           5.958025            
   Ds       110    204    314        -2168.508647               -8.041402               -3.461893             0.258110             0.231009               0.239998              14.358830                  25.893426                     40.252256                   0.696833                0.384711              6.331488             6.599488               6.506859               0.268000              6.377650          9.108380       16.828249        3.975662       7.177123           4.851468            
   Ds       110    206    316        -2175.358589               -8.312446               -3.300278             0.256405             0.229021               0.238031              14.307491                  26.061420                     40.368911                   0.674206                0.379511              6.341134             6.617172               6.522409               0.276038              6.387062          9.362794       17.378483        3.807082       6.849942           4.621809            
   Ds       110    208    318        -2181.852646               -8.583231               -3.133572             0.255360             0.228024               0.236947              14.294708                  26.343132                     40.637840                   0.657160                0.372714              6.351256             6.635238               6.538400               0.283982              6.396946          9.627332       17.940804        3.623141       6.494057           4.427460            
   Ds       110    210    320        -2187.982081               -8.851339               -2.971546             0.254598             0.227608               0.236347              14.298500                  26.695005                     40.993505                   0.646931                0.365260              6.361599             6.653596               6.554689               0.291997              6.407050          9.896261       18.502506        3.433705       6.129435           4.229761            
   Ds       110    212    322        -2193.771191               -9.116232               -2.821616             0.254090             0.227592               0.236104              14.317475                  27.098873                     41.416347                   0.635658                0.357489              6.372182             6.672279               6.571303               0.300097              6.417394         10.148876       19.029380        3.255929       5.789110           4.008384            
   Ds       110    214    324        -2199.298106               -9.379494               -2.681475             0.253627             0.227644               0.235925              14.340179                  27.516133                     41.856312                   0.623775                0.349103              6.383047             6.691188               6.588188               0.308141              6.428018         10.393656       19.542671        3.116753       5.526915           3.743705            
   Ds       110    216    326        -2204.607562               -9.643839               -2.537140             0.252854             0.227289               0.235373              14.345985                  27.886639                     42.232623                   0.611540                0.339711              6.394086             6.710063               6.605135               0.315977              6.438817         10.640048       20.061304        2.999135       5.309456           3.447873            
   Ds       110    218    328        -2209.637376               -9.912166               -2.372680             0.251405             0.226056               0.234009              14.312285                  28.146798                     42.459083                   0.598046                0.329929              6.404961             6.728575               6.621809               0.323614              6.449453         10.892440       20.593488        2.849727       5.029814           3.208882            
   Ds       110    220    330        -2214.248915              -10.186777               -2.192410             0.249022             0.223591               0.231509              14.222267                  28.245356                     42.467623                   0.584483                0.319180              6.415263             6.746520               6.637938               0.331257              6.459520         11.151220       21.136491        2.630324       4.611539           3.094973            
   Ds       110    222    332        -2218.393518              -10.469806               -2.015561             0.245898             0.219992               0.227995              14.086536                  28.189757                     42.276293                   0.575129                0.307236              6.425005             6.764109               6.653670               0.339104              6.469032         11.420845       21.695384        2.385509       4.144603           3.018906            
   Ds       110    224    334        -2222.167292              -10.761870               -1.859532             0.242454             0.215766               0.223947              13.930707                  28.043214                     41.973921                   0.571787                0.295447              6.434579             6.781776               6.669426               0.347197              6.478378         11.697846       22.254995        2.188229       3.773774           2.830842            
   Ds       110    226    336        -2225.709026              -11.061858               -1.721536             0.238952             0.211405               0.219784              13.771406                  27.869063                     41.640470                   0.570284                0.285863              6.444402             6.799775               6.685513               0.355373              6.487972         11.980354       22.820853        2.061522       3.541734           2.503271            
   Ds       110    228    338        -2229.051052              -11.369302               -1.580280             0.235239             0.206890               0.215448              13.599982                  27.662126                     41.262108                   0.565229                0.279113              6.454511             6.817898               6.701799               0.363387              6.497851         12.271383       23.407939        1.953501       3.342026           2.137121            
   Ds       110    230    340        -2232.135695              -11.683259               -1.416089             0.230989             0.201903               0.210617              13.395963                  27.374665                     40.770628                   0.562269                0.276523              6.464571             6.835711               6.717880               0.371140              6.507681         12.589647       24.043295        1.820140       3.084643           1.807418            
   Ds       110    232    342        -2234.809578              -11.999008               -1.232586             0.225872             0.196042               0.204911              13.137174                  26.946346                     40.083520                   0.565263                0.277946              6.473939             6.852928               6.733358               0.378989              6.516826         12.924746       24.704223        1.614176       2.673883           1.582822            
   Ds       110    234    344        -2236.987932              -12.313207               -1.053366             0.219470             0.188752               0.197815              12.796930                  26.294339                     39.091269                   0.569381                0.283753              6.482079             6.869460               6.748007               0.387381              6.524750         13.250006       25.340744        1.370026       2.178354           1.417423            
   Ds       110    236    346        -2238.781393              -12.622862               -0.906604             0.211262             0.179553               0.188836              12.343673                  25.341727                     37.685399                   0.578224                0.295534              6.488743             6.885117               6.761622               0.396374              6.531209         13.571359       25.960332        1.186374       1.793461           1.165795            
   Ds       110    238    348        -2240.390852              -12.930408               -0.807964             0.199595             0.168320               0.177405              11.680140                  24.058215                     35.738355                   0.586947                0.316788              6.493789             6.899549               6.773919               0.405760              6.536061         13.897733       26.596601        1.110891       1.609459           0.730209            
   Ds       110    240    350        -2241.902331              -13.214019               -0.731189             0.185695             0.155042               0.163877              10.881770                  22.437111                     33.318881                   0.590520                0.340682              6.498280             6.913511               6.785748               0.415231              6.540362         14.206735       27.213723        1.084474       1.511479           0.191920            
   Ds       110    242    352        -2243.311423              -13.476013               -0.690163             0.166051             0.138251               0.146203               9.742648                  20.245853                     29.988501                   0.587065                0.363572              6.502299             6.925813               6.796301               0.423514              6.544194         14.469995       27.754981        1.056673       1.409092          -0.322815            
   Ds       110    244    354        -2244.672980              -13.696368               -0.681638             0.143700             0.119654               0.126483               8.444148                  17.726043                     26.170191                   0.577647                0.379720              6.507253             6.937335               6.806604               0.430082              6.548955         14.550231       27.927440        1.052424       1.361557          -0.816538            
   Ds       110    246    356        -2246.399154              -13.784387               -0.857107            -0.125359            -0.114210              -0.117348              -7.357998                 -17.114647                    -24.472645                   0.554106                0.450974              6.503553             6.948780               6.814316               0.445227              6.545118         14.660929       28.206007        1.278434       1.726174          -1.353614            
   Ds       110    248    358        -2248.046880              -13.997564               -0.765281            -0.109280            -0.099625              -0.102320              -6.425035                 -15.122467                    -21.547502                   0.523303                0.460567              6.509033             6.965419               6.828436               0.456386              6.550402         14.842567       28.634787        1.279633       1.647726          -1.553733            
   Ds       110    250    360        -2249.578190              -14.201518               -0.675848            -0.091203            -0.083267              -0.085465              -5.371033                 -12.803877                    -18.174910                   0.501101                0.470927              6.514366             6.982480               6.842844               0.468114              6.555539         15.024859       29.048632        1.231402       1.531310          -1.866097            
   Ds       110    252    362        -2250.886143              -14.399420               -0.617370            -0.068355            -0.062828              -0.064346              -4.031279                  -9.786107                    -13.817386                   0.475135                0.485380              6.519057             6.999597               6.857139               0.480540              6.560040         15.192768       29.432925        1.132130       1.307953          -2.056585            
   Ds       110    254    364        -2251.996153              -14.599609               -0.750197             0.000106            -0.001373              -0.000970               0.006278                  -0.216496                     -0.210218                   0.480762                0.513947              6.521915             7.015586               6.870141               0.493671              6.562719         15.382546       29.817115        1.054669       1.110010          -2.242935            
   Ds       110    256    366        -2253.791141              -14.744409               -0.450153             0.001302            -0.000519              -0.000027               0.076957                  -0.082959                     -0.006002                   0.441542                0.514060              6.527080             7.038044               6.888460               0.510964              6.567692         15.521217       30.154403        1.411498       1.794988          -3.312103            
   Ds       110    258    368        -2254.577898              -14.906162                0.009538             0.001813            -0.000245               0.000306               0.107431                  -0.039731                      0.067700                   0.473220                0.513873              6.533974             7.059046               6.906280               0.525072              6.574383         15.694759       30.444661        0.907345       0.786757          -2.641160            
   Cn       112    160    272        -1952.192895               -0.109282               -7.869297             0.242262             0.230386               0.235200              12.750150                  17.784832                     30.534982                   0.516605                0.346859              6.103103             6.184176               6.150923               0.081073              6.154999          0.898240        0.771168        8.533070      16.347379          12.109868            
   Cn       112    162    274        -1967.732878               -0.554461               -7.456236             0.238179             0.224607               0.230060              12.576467                  17.655398                     30.231865                   0.500229                0.328321              6.113132             6.201756               6.165684               0.088624              6.164775          1.360680        1.719576        8.107582      15.539983          11.988849            
   Cn       112    164    276        -1982.039512               -1.018577               -7.034486             0.231569             0.216132               0.222281              12.262295                  17.290077                     29.552372                   0.487514                0.316546              6.121841             6.218155               6.179252               0.096314              6.173243          1.834643        2.686006        7.475751      14.306634          12.273790            
   Cn       112    166    278        -1995.549089               -1.479475               -6.709484             0.223355             0.205761               0.212707              11.855289                  16.743898                     28.599187                   0.504202                0.311286              6.129063             6.233578               6.191683               0.104515              6.180238          2.337620        3.645114        7.068704      13.509577          12.104417            
   Cn       112    168    280        -2008.642497               -1.932962               -6.462399             0.212497             0.193232               0.200770              11.298974                  15.983015                     27.281990                   0.526250                0.316669              6.134496             6.247131               6.202322               0.112635              6.185458          2.812348        4.544318        6.860682      13.093408          11.561478            
   Cn       112    170    282        -2021.352258               -2.404110               -6.302598             0.192614             0.172950               0.180578              10.243883                  14.514502                     24.758385                   0.533661                0.342596              6.135139             6.255483               6.207966               0.120344              6.185928          3.271608        5.436992        6.684513      12.709761          11.045921            
   Cn       112    172    284        -2034.059641               -2.867279               -6.205350             0.166684             0.147334               0.154777               8.864712                  12.535774                     21.400486                   0.530661                0.375774              6.135104             6.261874               6.212189               0.126770              6.185726          3.807092        6.529666        6.712877      12.707383          10.155625            
   Cn       112    174    286        -2046.389192               -3.252994               -6.029182             0.143434             0.124490               0.131714               7.633449                  10.747268                     18.380717                   0.517343                0.406688              6.137191             6.271231               6.219084               0.134040              6.187628          4.196554        7.347961        6.556006      12.329551           9.440783            
   Cn       112    176    288        -2058.616229               -3.571213               -6.076807            -0.123723            -0.113173              -0.117158              -6.578437                  -9.910630                    -16.489067                   0.496462                0.491945              6.134412             6.280120               6.223861               0.145708              6.184705          4.424095        7.848287        6.562835      12.227037           8.725002            
   Cn       112    178    290        -2070.579273               -3.905930               -5.796008            -0.100686            -0.091769              -0.095109              -5.361846                  -8.160497                    -13.522343                   0.471794                0.506945              6.139143             6.292824               6.233921               0.153681              6.189229          4.731520        8.515578        6.480967      11.963044           8.488669            
   Cn       112    180    292        -2081.979425               -4.234587               -5.635526            -0.062179            -0.056264              -0.058461              -3.315306                  -5.078032                     -8.393339                   0.439062                0.528522              6.142935             6.304336               6.242922               0.161401              6.192824          5.027421        9.177413        6.217809      11.400152           8.384270            
   Cn       112    182    294        -2093.377391               -4.537788               -5.427064            -0.000000             0.000000               0.000000              -0.000000                   0.000002                      0.000002                   0.414795                0.549758              6.147816             6.317967               6.253694               0.170151              6.197498          5.350405        9.869561        6.238123      11.397966           7.724621            
   Cn       112    184    296        -2103.810961               -4.818299               -4.763643             0.000000             0.000000               0.000000               0.000000                   0.000000                      0.000001                   0.495100                0.549248              6.156667             6.336293               6.268932               0.179626              6.206111          5.684226       10.382833        5.766288      10.433570           7.996869            
   Cn       112    186    298        -2112.182114               -5.120747               -4.184809             0.000000             0.000000               0.000000               0.000000                   0.000000                      0.000001                   0.564605                0.547297              6.167425             6.355705               6.285604               0.188280              6.216617          6.068398       11.015437        4.733849       8.371153           9.546014            
   Cn       112    188    300        -2119.568147               -5.441882               -3.869033             0.000000             0.000000               0.000000               0.000000                   0.000001                      0.000001                   0.681093                0.543669              6.180123             6.375594               6.303327               0.195471              6.229048          6.514915       11.673659        4.238499       7.386033           9.898530            
   Cn       112    190    302        -2126.874268               -5.742915               -3.838910             0.049939             0.040009               0.043544               2.707914                   3.925904                      6.633818                   0.746853                0.522909              6.194893             6.398182               6.323553               0.203289              6.243537          6.795142       12.132928        4.186350       7.306121           9.320220            
   Cn       112    192    304        -2134.914247               -5.929637               -4.077854             0.107373             0.089137               0.095572               5.861179                   8.921699                     14.782878                   0.734613                0.460401              6.215577             6.428204               6.350696               0.212627              6.263894          6.970851       12.489745        4.511644       8.039979           8.127093            
   Cn       112    194    306        -2143.211975               -6.105144               -4.137007             0.138600             0.118862               0.125772               7.616728                  12.126863                     19.743591                   0.750631                0.421865              6.236463             6.456502               6.376846               0.220039              6.284454          7.172514       12.844987        4.589997       8.297728           7.512527            
   Cn       112    196    308        -2154.739140               -6.412439               -4.025754             0.404924             0.376936               0.386685              23.609905                  41.115411                     64.725316                   0.655236                0.365145              6.423860             6.641796               6.563384               0.217936              6.470302          8.905567       16.390367        6.157088      11.527165           3.927848            
   Cn       112    198    310        -2162.591117               -6.671686               -3.829181             0.397758             0.369104               0.379007              23.230039                  40.818961                     64.048999                   0.660628                0.359601              6.429116             6.653791               6.573504               0.224675              6.475360          7.745674       14.149577        4.288362       7.851977           4.057656            
   Cn       112    200    312        -2170.068528               -6.916873               -3.647848             0.388761             0.359486               0.369524              22.728440                  40.279194                     63.007634                   0.675634                0.357091              6.432494             6.663916               6.581778               0.231422              6.478554          8.043351       14.718317        4.097051       7.477411           6.673012            
   Cn       112    202    314        -2177.122292               -7.152529               -3.489562             0.378106             0.348247               0.358405              22.120726                  39.514182                     61.634908                   0.692005                0.355283              6.434705             6.672706               6.588801               0.238001              6.480589          8.601963       15.790768        3.883069       7.053764           6.527919            
   Cn       112    204    316        -2183.814337               -7.281819               -3.727962             0.268568             0.241046               0.250322              15.347702                  27.096449                     42.444152                   0.697976                0.397834              6.359607             6.609005               6.521702               0.249398              6.405867          8.350249       15.305690        3.722581       6.692045           5.817187            
   Cn       112    206    318        -2191.193648               -7.547020               -3.568847             0.263373             0.235006               0.244490              15.084778                  26.799373                     41.884151                   0.676943                0.394372              6.366783             6.624213               6.534703               0.257430              6.412830          8.593104       15.835059        4.085758       7.379311           5.614999            
   Cn       112    208    320        -2198.211508               -7.813288               -3.400604             0.260553             0.231819               0.241349              14.964565                  26.827485                     41.792051                   0.658414                0.390097              6.375581             6.640932               6.549282               0.265351              6.421403          8.837218       16.358862        3.901165       7.017860           5.447081            
   Cn       112    210    322        -2204.845316               -8.076718               -3.235416             0.258395             0.229845               0.239240              14.884110                  26.995199                     41.879308                   0.644955                0.384343              6.384916             6.658267               6.564479               0.273351              6.430510          9.077560       16.863235        3.704124       6.633808           5.307330            
   Cn       112    212    324        -2211.139546               -8.337002               -3.082827             0.256292             0.228504               0.237576              14.807397                  27.237668                     42.045065                   0.637018                0.378938              6.394518             6.675980               6.580046               0.281462              6.439883          9.320515       17.368355        3.528755       6.294230           5.142535            
   Cn       112    214    326        -2217.154136               -8.595167               -2.942452             0.253814             0.227249               0.235853              14.708810                  27.490225                     42.199035                   0.627828                0.372204              6.404225             6.693853               6.595783               0.289628              6.449362          9.553816       17.856030        3.382866       6.014590           4.917055            
   Cn       112    216    328        -2222.942204               -8.854649               -2.801201             0.250687             0.225656               0.233700              14.571443                  27.699509                     42.270952                   0.614182                0.365914              6.413892             6.711673               6.611500               0.297781              6.458801          9.780182       18.334642        3.263093       5.788068           4.655902            
   Cn       112    218    330        -2228.474998               -9.118373               -2.642953             0.246517             0.223168               0.230613              14.370446                  27.791223                     42.161669                   0.601553                0.358308              6.423147             6.729060               6.626818               0.305913              6.467831         10.018610       18.837622        3.128508       5.532794           4.432564            
   Cn       112    220    332        -2233.628524               -9.390803               -2.472784             0.241164             0.219324               0.226234              14.095816                  27.699918                     41.795734                   0.590969                0.348292              6.431682             6.745739               6.641452               0.314057              6.476147         10.277531       19.379609        2.930063       5.153526           4.308852            
   Cn       112    222    334        -2238.361437               -9.677115               -2.309444             0.235273             0.214341               0.220912              13.786587                  27.448734                     41.235321                   0.582439                0.334573              6.439888             6.762032               6.655745               0.322144              6.484137         10.562743       19.967919        2.707889       4.732913           4.187478            
   Cn       112    224    336        -2242.768352               -9.979824               -2.165686             0.229687             0.208943               0.215405              13.495295                  27.130857                     40.626152                   0.579489                0.317690              6.448503             6.778583               6.670371               0.330080              6.492534         10.876168       20.601060        2.529589       4.406915           3.925166            
   Cn       112    226    338        -2246.948105              -10.295822               -2.035665             0.224861             0.203841               0.210339              13.250491                  26.840600                     40.091090                   0.574408                0.302309              6.457956             6.795811               6.685751               0.337855              6.501763         11.191885       21.239079        2.399876       4.179753           3.519187            
   Cn       112    228    340        -2250.935522              -10.618908               -1.899762             0.220457             0.199000               0.205584              13.031473                  26.572996                     39.604469                   0.564886                0.290353              6.468013             6.813517               6.701672               0.345504              6.511593         11.507292       21.884470        2.290040       3.987417           3.073504            
   Cn       112    230    342        -2254.684342              -10.943632               -1.737079             0.215915             0.193987               0.200665              12.802799                  26.266575                     39.069375                   0.559265                0.282163              6.478095             6.831194               6.717603               0.353099              6.521449         11.835091       22.548647        2.160668       3.748820           2.666710            
   Cn       112    232    344        -2258.024125              -11.273012               -1.555731             0.210103             0.188388               0.194952              12.493656                  25.857631                     38.351288                   0.553658                0.281076              6.487314             6.848082               6.732745               0.360768              6.530448         12.166734       23.214547        1.951511       3.339783           2.411570            
   Cn       112    234    346        -2260.871769              -11.591954               -1.370277             0.203615             0.181080               0.187841              12.138571                  25.188499                     37.327069                   0.551110                0.280675              6.495542             6.864401               6.747209               0.368859              6.538463         12.502164       23.883837        1.704698       2.847644           2.237809            
   Cn       112    236    348        -2263.329643              -11.902548               -1.219600             0.195483             0.171824               0.178868              11.678809                  24.215380                     35.894189                   0.559877                0.283609              6.502498             6.880062               6.760849               0.377564              6.545215         12.843175       24.548250        1.511079       2.457874           1.958289            
   Cn       112    238    350        -2265.585579              -12.200370               -1.101766             0.186063             0.161372               0.168667              11.137130                  23.034903                     34.172033                   0.567667                0.292255              6.508683             6.895011               6.773784               0.386328              6.551201         13.174671       25.194727        1.415900       2.255936           1.495814            
